"mach_learn","truth"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","fashion"
"pred_fashion","not"
"pred_fashion","not"
"pred_fashion","not"
"pred_fashion","not"
"pred_fashion","not"
"pred_fashion","not"
"pred_fashion","not"
"pred_fashion","not"
"pred_fashion","not"
"pred_fashion","not"
"pred_fashion","not"
"pred_fashion","not"
"pred_fashion","not"
"pred_fashion","not"
"pred_fashion","not"
"pred_fashion","not"
"pred_fashion","not"
"pred_fashion","not"
"pred_fashion","not"
"pred_fashion","not"
"pred_fashion","not"
"pred_fashion","not"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","fashion"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
"pred_not","not"
